Random Forest,Logistic Regression - Stepwise,SGBAP,Pop. Density,Alpha Cases
0.056,0.07435057,0.059963792,0.000391092,0.001378185
0.042,0.036307175,0.047463536,3.76E-05,0
0.048666667,0.121172654,0.061313511,8.62E-05,0
0.052,0.249592066,0.107397553,0.000311914,0.003457992
0.026,0.1079154,0.060199615,5.55E-05,0.006448584
0.044666667,0.137301154,0.090749928,0.000113135,0.007735135
0.08,0.112675395,0.085575993,0.000122932,0
0.031333333,0.090767364,0.069227593,8.42E-05,0.002107433
0.084666667,0.407213006,0.119143534,0.000388137,0.005880898
0.018666667,0.072768176,0.055887162,0.000180407,0.001203656
0.047333333,0.063282801,0.063179835,3.20E-05,0
0.053333333,0.083705227,0.077012959,0.00069701,0.006404899
0.044666667,0.0730362,0.075023,9.01E-05,0.009517086
0.048666667,0.059110571,0.058521322,0.000186041,0.00346974
0.093333333,0.18277582,0.117790335,0.0017134,0.007281022
0.040666667,0.093785737,0.074601127,7.92E-05,0.013451589
0.059333333,0.092717783,0.067556949,5.95E-05,0
0.065333333,0.013669448,0.062371848,0.000108742,0
0.095333333,0.157096242,0.10477552,0.001058862,0.004271842
0.098,0.154649642,0.094289634,9.52E-05,0
0.128,0.330888949,0.127444155,0.007124191,0.008592676
0.804666667,0.432015627,0.110650551,0.000491837,0.271279153
0.127333333,0.370480537,0.119998123,0.004547811,0.00729637
0.046666667,0.041500792,0.053515376,3.83E-05,0.008750736
0.104666667,0.244021518,0.092982705,7.79E-05,0.007456686
0.032666667,0.046095227,0.063406953,5.63E-05,0.006157021
0.033333333,0.085044885,0.070453809,7.33E-05,0.002654067
0.758666667,0.058089377,0.080227269,4.16E-05,0.032991933
0.726666667,0.104997153,0.080661681,0.000107993,0.018098948
0.034666667,0.099735352,0.075022583,0.000272068,0.001449068
0.078,0.132739665,0.073704506,0.000100524,0
0.055333333,0.114739078,0.070885486,4.41E-05,0
0.726666667,0.132408522,0.074107348,0.000119831,0.033420338
0.045333333,0.090506453,0.100719571,2.34E-05,0
0.012,0.118870499,0.074986257,8.52E-05,0.002040382
0.084666667,0.052352066,0.081249091,4.09E-05,0
0.053333333,0.088632347,0.076201171,0.000213107,0.001293877
0.716666667,0.087673583,0.08190601,8.79E-05,0.017575371
0.785333333,0.428606786,0.128716021,0.015041011,0.045140303
0.716666667,0.31371848,0.121391286,0.000658373,0.046529244
0.052,0.244152026,0.098997833,0.000837588,0.006727372
0.072666667,0.234394484,0.128844741,0.00152481,0.003879299
0.095333333,0.181385022,0.125860444,0.000454294,0.012585285
0.062,0.240200944,0.123888531,0.0012428,0.004237726
0.072,0.397045509,0.112683897,0.000610192,0.003529697
0.077333333,0.308543242,0.124444177,0.001050371,0
0.174666667,0.447708247,0.149556982,0.007274284,0.011395197
0.086,0.257912903,0.131912408,0.00096437,0.004459391
0.149333333,0.277764575,0.096849433,0.00417445,0.007319222
0.105333333,0.200690394,0.122443451,0.002301417,0.006238029
0.08,0.440134528,0.122642981,0.000568142,0.009299304
0.061333333,0.26972745,0.134508875,0.000369156,0.001746683
0.152,0.35288727,0.151616661,0.00048857,0.004848011
0.107333333,0.274006764,0.128791527,0.00371251,0.007157624
0.745333333,0.263621175,0.128729253,0.000414615,0.099348952
0.07,0.09099819,0.077728042,0.000511778,0.01124923
0.08,0.108809712,0.104164734,0.001397192,0.009615915
0.172666667,0.523660037,0.147399045,0.008460914,0.010490009
0.105333333,0.220409607,0.108731088,0.000354143,0.004634581
0.114,0.35197182,0.145564712,0.001155695,0.002075121
0.084666667,0.316165293,0.108994672,0.000924402,0.002058123
0.062666667,0.244449725,0.109511016,0.000492975,0.00068261
0.086,0.097272239,0.086679379,0.001397258,0.013462853
0.059333333,0.243089807,0.12286087,0.001971301,0.006387678
0.1,0.346151882,0.150901475,0.000609317,0.000554259
0.104666667,0.254449443,0.111455284,0.000717939,0.003238492
0.072666667,0.178334748,0.107598447,0.000349686,0.005010358
0.088,0.201738759,0.082983713,0.000304755,0.008338602
0.728,0.218842967,0.139049961,0.003025271,0.020428298
0.709333333,0.036985438,0.061462517,0.000554934,0.023603941
0.098666667,0.421879851,0.133657124,0.000444716,0
0.085333333,0.325319742,0.137635786,0.000784353,0
0.185333333,0.394655149,0.172791202,0.01559552,0.008465104
0.061333333,0.349714186,0.124197999,0.000576022,0.001512969
0.075333333,0.238791353,0.109210987,0.001302572,0.004029165
0.098,0.163625155,0.110002001,0.003358025,0.003461098
0.1,0.249228787,0.115311351,0.000418005,0.003695863
0.112,0.407423356,0.151602516,0.001227728,0.001243692
0.056,0.256789946,0.128078438,0.001044644,0.001248761
0.151333333,0.531522448,0.143727024,0.001339854,0.009239952
0.685333333,0.108789753,0.116438691,0.000937564,0.038774478
0.75,0.225808747,0.114069102,0.000726221,0.027130196
0.086666667,0.276834742,0.100830405,0.000534304,0.001008162
0.072666667,0.278583318,0.092597041,0.001440487,0.003456987
0.14,0.188823193,0.112300029,0.000644265,0.007587918
0.099333333,0.159557882,0.10140498,0.002406034,0.003976389
0.042,0.276074342,0.11621427,0.000807898,0
0.053333333,0.219558731,0.118124647,0.000845036,0.009928791
0.072666667,0.238820095,0.117846393,0.000626101,0.001738424
0.073333333,0.276636524,0.112879632,0.001466454,0.014150798
0.075333333,0.244948017,0.11785646,0.000766097,0.004104044
0.133333333,0.172974606,0.115836119,0.000261162,0.002518334
0.754,0.203497584,0.132387657,0.001168634,0.048380687
0.685333333,0.312112086,0.138536542,0.00053715,0.048824959
0.840666667,0.567281633,0.180985312,0.027967704,0.018802053
0.102666667,0.207292146,0.123330959,0.004225362,0.008357062
0.107333333,0.194364924,0.105599708,0.001209689,0.001491388
0.815333333,0.487168021,0.155259046,0.014259766,0.018229941
0.063333333,0.227390413,0.11736318,0.00061197,0.002979955
0.072666667,0.246380709,0.118911975,0.001129994,0.002124958
0.078,0.314976734,0.101718132,0.000750639,0.003830498
0.060666667,0.111652932,0.093701229,0.001924008,0.003083471
0.084666667,0.243142014,0.125625315,0.000526552,0.000720135
0.097333333,0.23958186,0.181886426,0.000448088,0
0.088,0.332276031,0.151326148,0.000362054,0.004467066
0.054,0.356500231,0.141133564,0.000930779,0.001023552
0.054666667,0.426392364,0.140500931,0.000387239,0.002492724
0.060666667,0.327694418,0.115857891,0.001019318,0.002246589
0.092666667,0.125329433,0.111626103,0.000410044,0.004798914
0.124,0.294070167,0.122266799,0.000674276,0.004069922
0.71,0.119560929,0.09942647,0.000530768,0.017465766
0.097333333,0.12048616,0.129801858,0.003642006,0.003321416
0.073333333,0.322262355,0.159118006,0.000572934,0
0.106666667,0.194613969,0.10813352,0.000512311,0.009157103
0.064666667,0.177682649,0.116089109,0.002845991,0.012058852
0.078,0.163613147,0.11914166,0.0005694,0.002955865
0.064,0.182379187,0.116045566,0.000777576,0.003877084
0.084666667,0.156227089,0.10133617,0.001435233,0.009273696
0.112,0.221747089,0.110276771,0.000719897,0.007041572
0.680666667,0.277613023,0.126297552,0.000990884,0.017970517
0.118666667,0.35719602,0.138795827,0.001286635,0.004632635
0.094666667,0.328921837,0.147576251,0.000436122,0.005099539
0.056,0.169429213,0.128626524,0.001198441,0.005531999
0.045333333,0.337518113,0.115749911,0.000478834,0.001095254
0.084,0.249700073,0.118092658,0.000447487,0.005178546
0.066666667,0.289481184,0.129816115,0.001951649,0.004309171
0.066,0.225103671,0.15216608,0.000483255,0.000828785
0.743333333,0.337042729,0.143861248,0.000922467,0.044305639
0.058,0.233234988,0.129520668,0.00150824,0.005248776
0.074,0.38445699,0.110994473,0.000504393,0.001517444
0.737333333,0.207744547,0.115404625,0.000568329,0.017928725
0.168666667,0.330999662,0.188405704,0.004845183,0.004788676
0.124666667,0.3089657,0.137063132,0.000424057,0.001011862
0.094,0.357368971,0.125461417,0.000313254,0.00499674
0.07,0.432758172,0.146947698,0.000726572,0.004536108
0.078666667,0.225494742,0.113660123,0.001099211,0.005138739
0.110666667,0.270187659,0.11589929,0.001066463,0.002096436
0.079333333,0.353325425,0.145229433,0.000954889,0.000892492
0.060666667,0.197771127,0.11882815,0.001351601,0.007299328
0.137333333,0.186745386,0.144085032,0.000297138,0
0.030666667,0.199943227,0.116597196,0.000737246,0.007267645
0.126,0.313103927,0.124657217,0.001214534,0.000901905
0.066,0.277630615,0.146100626,0.000971075,0.009846836
0.085333333,0.255803993,0.134450999,0.002635529,0.004644012
0.106,0.192407487,0.139405011,0.001709323,0.006749941
0.098,0.323563425,0.125492326,0.001069872,0.01603587
0.121333333,0.227364884,0.12106492,0.001355676,0.007410157
0.072,0.238569319,0.12302,0.00132812,0.003424364
0.102666667,0.250737249,0.108265399,0.000457162,0.010766523
0.065333333,0.109576981,0.105290914,0.00045033,0.006775833
0.086,0.235756382,0.121830857,0.000789934,0.003906376
0.07,0.179415266,0.105927576,0.000598663,0.006136042
0.721333333,0.194015609,0.110749353,0.003238479,0.027555838
0.061333333,0.190364927,0.107826382,0.000561176,0.004559861
0.052,0.325837622,0.126157791,0.000623744,0.004882345
0.716,0.235358838,0.109766347,0.000549242,0.018750322
0.052,0.273363551,0.134755034,0.00114346,0.003345834
0.066666667,0.329486596,0.120992993,0.000450695,0
0.104666667,0.156670032,0.124374057,0.001904643,0.007426702
0.834666667,0.503217821,0.164968219,0.001324884,0.02311128
0.795333333,0.582763068,0.194760133,0.000466976,0.038737553
0.858,0.694111262,0.191971545,0.005797594,0.051664795
0.869333333,0.764234602,0.171350908,0.000930432,0.091705046
0.866,0.526636806,0.167110885,0.000681413,0.019508557
0.170666667,0.364634049,0.142976021,0.000440405,0.011472433
0.830666667,0.623246389,0.138463169,0.000233304,0.064144199
0.713333333,0.451965245,0.142937295,0.002082696,0.024832269
0.806,0.600580617,0.148749958,0.003921661,0.070717668
0.784666667,0.518586254,0.155617463,0.002609911,0.021091586
0.819333333,0.521967623,0.168487374,0.00026152,0.020018699
0.138,0.583939556,0.161493704,7.37E-05,0.004745577
0.856,0.480961035,0.155114642,0.000193405,0.041825459
0.758,0.763715245,0.167552612,0.000296462,0.041530815
0.861333333,0.374923844,0.166748126,0.000398153,0.021763929
0.785333333,0.483333732,0.131435541,0.000430475,0.076312041
0.884666667,0.675107445,0.191107784,0.013535329,0.046972765
0.169333333,0.50268454,0.12626471,0.000237828,0.014469134
0.846,0.5370914,0.149467081,0.00059635,0.070326468
0.256,0.679964374,0.212844867,0.00070425,0.016184604
0.848666667,0.51887555,0.172330953,0.000451052,0.068887728
0.200666667,0.430895021,0.1288999,0.00048183,0.00640466
0.868666667,0.715819154,0.174518502,0.001756787,0.040595559
0.850666667,0.58745631,0.166699091,0.000738837,0.152675598
0.862666667,0.567082891,0.157212872,0.000387811,0.023820522
0.896,0.78010735,0.206266715,0.020433173,0.15804831
0.798,0.484403368,0.175703684,0.000669955,0.021801798
0.853333333,0.657293079,0.207151292,0.01239851,0.017035789
0.8,0.680681294,0.17446891,0.001275351,0.020535979
0.81,0.403777745,0.179011383,0.000331607,0.073562473
0.773333333,0.587085866,0.161183792,0.001392701,0.020058529
0.258,0.637979817,0.185883719,0.002956734,0.015434229
0.2,0.518809006,0.149997593,0.000254473,0.007050691
0.822,0.61764896,0.174155616,0.000453278,0.023059249
0.731333333,0.388486997,0.149732855,0.000431302,0.024281814
0.826,0.843647304,0.25520475,0.031917204,0.182413455
0.854666667,0.674909912,0.178977054,0.003548185,0.050805355
0.816666667,0.640516475,0.15169273,0.000415184,0.084164488
0.814666667,0.363303629,0.163190078,0.000551374,0.050253106
0.846666667,0.471664492,0.167573353,0.001382218,0.022545896
0.772,0.443554074,0.17664409,0.000306883,0.032664958
0.825333333,0.679128941,0.167148629,0.000510799,0.031793936
0.110666667,0.165282017,0.110721516,0.000385229,0.007851078
0.832,0.669751129,0.164212276,0.001679357,0.108332499
0.864666667,0.696735982,0.192992803,0.002634067,0.118404383
0.848,0.791273344,0.197162561,0.000353274,0.03048248
0.812666667,0.628308875,0.14804389,0.001226622,0.128624125
0.8,0.66201354,0.168627114,0.00281291,0.197755976
0.868666667,0.64177718,0.185715938,0.001253025,0.024176301
0.828666667,0.661987789,0.15723965,0.001011408,0.047894112
0.843333333,0.777112571,0.202056783,0.001291823,0.042692467
0.894,0.722917232,0.208718143,0.004133974,0.051674301
0.83,0.688253035,0.166307181,0.002288372,0.04526453
0.192,0.426203031,0.18080291,0.000106915,0.002545063
0.801333333,0.678354177,0.171495648,0.001270037,0.043637505
0.781333333,0.647395966,0.201345735,0.000355164,0.058374591
0.208666667,0.671395225,0.180035334,0.000707689,0.006487214
0.144,0.29200335,0.139669332,0.000532582,0.003721032
0.877333333,0.603336222,0.146951812,0.000962491,0.062560926
0.805333333,0.450509893,0.162610699,0.000926729,0.024454245
0.838,0.639101045,0.154598231,0.001864957,0.040845256
0.134666667,0.561113563,0.147082303,0.000430918,0.004073981
0.794666667,0.415985521,0.169672965,0.000528625,0.08148027
0.846666667,0.638318633,0.184022078,0.00021121,0.025386198
0.098666667,0.243005122,0.118963854,0.003186186,0.004889815
0.022666667,0.145997754,0.094649852,0.000141509,0.000822482
0.756,0.408433682,0.170281695,0.004831296,0.018171772
0.036,0.114982042,0.098748577,0.000244987,0.009861856
0.077333333,0.168320902,0.120287,0.00047642,0.002005984
0.068666667,0.235528898,0.112642537,0.001944089,0.009379663
0.074666667,0.168285719,0.109758429,0.001513163,0.004437414
0.094,0.200984329,0.121840099,0.001036641,0.004140265
0.052,0.24734788,0.115639208,0.000382548,0.002853895
0.049333333,0.190556841,0.10576683,0.000619426,0.005654781
0.034666667,0.137589013,0.109302041,5.87E-05,0.000657152
0.112,0.201513386,0.131598456,0.001927256,0.005844929
0.033333333,0.197370497,0.119573379,0.000178822,0.003714348
0.056666667,0.213087344,0.115880784,0.000748925,0.01333135
0.024666667,0.126563383,0.104279159,0.000171127,0.000703037
0.095333333,0.355848114,0.141264976,0.002843722,0.010890008
0.694666667,0.350107929,0.120543347,0.00236561,0.018484091
0.856,0.50050611,0.180145156,0.018994591,0.032849026
0.847333333,0.450929869,0.168276887,0.019195943,0.037742229
0.770666667,0.420155867,0.177041559,0.005928902,0.038434795
0.72,0.395480346,0.124002038,0.001427794,0.017882145
0.852,0.403636432,0.182299398,0.005193524,0.023443439
0.736666667,0.364384607,0.151286618,0.004108318,0.028550298
0.778666667,0.479243394,0.196167607,0.004779434,0.017909296
0.732,0.392421617,0.111557579,0.000827474,0.03810612
0.862,0.46077018,0.199727379,0.005220724,0.017618637
0.676666667,0.373186624,0.122620006,0.000627607,0.039013428
0.236,0.347582251,0.15884563,0.007969606,0.001520687
0.852666667,0.547343878,0.212456928,0.017438873,0.017877105
0.746666667,0.279393738,0.119156055,0.00098104,0.029363114
0.888,0.704679383,0.253492414,0.029276297,0.044866334
0.896,0.624917218,0.194085345,0.0260574,0.045142138
0.748,0.416304601,0.171551873,0.001842404,0.073302697
0.144666667,0.397420391,0.150877394,0.004314942,0.011384763
0.133333333,0.505239992,0.101032395,0.001116598,0.011195654
0.122666667,0.319022107,0.144973387,0.001922491,0.014576209
0.14,0.34921794,0.151912932,0.004541487,0.010383277
0.150666667,0.395079386,0.127126828,0.003786718,0.015043082
0.701333333,0.326196469,0.134838733,0.001527688,0.043223108
0.284,0.868331995,0.268368915,0.105393543,0.012871078
0.864,0.284331444,0.168348107,0.007522361,0.049250285
0.750666667,0.303488837,0.149287997,0.001906046,0.040786272
0.977333333,0.611576947,0.201843324,0.014023689,0.078607085
0.124,0.336413764,0.167490218,0.002327675,0
0.975333333,0.687590854,0.222905268,0.022009944,0.133224662
0.813333333,0.442236544,0.159893698,0.001407453,0.043222191
0.944,0.627836571,0.180558708,0.010551866,0.095787756
0.86,0.555884805,0.183444771,0.004241777,0.036897986
0.952666667,0.817548217,0.269423248,0.027069767,0.103828772
0.136,0.125266775,0.157200982,0.00333896,0
0.97,0.731811135,0.252660478,0.024465153,0.098258693
0.929333333,0.543968788,0.204971486,0.010786147,0.11627063
0.916666667,0.970646798,0.391594222,0.18866081,0.186137316
0.951333333,0.694021708,0.216325044,0.007553961,0.08246613
0.052666667,0.074380582,0.064699996,0.000212687,0.007420675
0.043333333,0.158032624,0.123891309,0.000138933,0
0.106,0.222949283,0.110845876,0.001937709,0.011209563
0.697333333,0.105026827,0.08400263,0.000693873,0.03456071
0.059333333,0.078279024,0.079997478,0.000675712,0.005202081
0.679333333,0.141331195,0.101382572,0.000579009,0.020751763
0.044666667,0.112410295,0.07898311,0.000130898,0
0.082666667,0.157695876,0.09072227,0.001506482,0.008064397
0.749333333,0.201707905,0.104676048,0.003287949,0.017969192
0.062,0.124162738,0.091127183,0.000761448,0.003725195
0.766,0.22494101,0.126387933,0.003783572,0.025310569
0.710666667,0.252291532,0.102313928,0.00119394,0.017236037
0.742,0.246992509,0.110600514,0.002642018,0.020883407
0.089333333,0.213152472,0.091879834,0.001456715,0.008519747
0.044,0.090238981,0.081031429,0.000873515,0.005906906
0.047333333,0.08693412,0.093518166,0.000493453,0.010473464
0.056,0.113616431,0.078088543,0.0003364,0.000885992
0.064,0.129544466,0.088367717,0.000752382,0.003920302
0.737333333,0.207421862,0.10782937,0.001908132,0.017738285
0.715333333,0.105647011,0.088450571,0.000344604,0.045602507
0.042,0.116802336,0.090395314,0.00042837,0.004315455
0.039333333,0.125561006,0.113465608,0.000465847,0.001311102
0.087333333,0.145239733,0.086246575,0.002633216,0.014804702
0.066,0.097208771,0.102265388,0.000980274,0.008252509
0.838666667,0.347194785,0.135129427,0.00891898,0.046316004
0.081333333,0.114387862,0.079379059,0.000698941,0.006501416
0.047333333,0.076122421,0.103793018,0.000193585,0.003157153
0.1,0.130514669,0.106951119,0.00274169,0.002369866
0.089333333,0.111651602,0.072115325,0.001002256,0.004064124
0.657333333,0.240064124,0.10729937,0.001062859,0.030716993
0.060666667,0.199608993,0.111044414,0.000499562,0.000618221
0.034,0.098522841,0.086009105,0.000523111,0.008544827
0.798666667,0.335986713,0.14623656,0.007225823,0.018484055
0.096,0.168394173,0.100864721,0.001558473,0.013980321
0.695333333,0.092023373,0.090276426,0.000637604,0.027655872
0.044666667,0.13684943,0.116225766,0.000132938,0
0.076666667,0.083800948,0.078213386,0.001714634,0.011997696
0.793333333,0.255517868,0.112529079,0.003141763,0.026721572
0.799333333,0.273066707,0.121478962,0.006458068,0.016645368
0.686666667,0.147948873,0.087642894,0.000432474,0.016510599
0.812666667,0.265970233,0.133535075,0.010524746,0.02711592
0.070666667,0.245068579,0.077925476,5.42E-05,0
0.062666667,0.117843946,0.125244531,0.000287118,0.002791775
0.745333333,0.254202871,0.135013299,0.001898559,0.022663195
0.055333333,0.043328431,0.068313718,0.000864464,0.004561956
0.106666667,0.395634513,0.121146345,0.001822628,0.013332582
0.746666667,0.325714943,0.168059224,0.00462735,0.022578239
0.071333333,0.120077648,0.096406785,9.77E-05,0.001770798
0.052,0.294351495,0.175555068,0.000146397,0.006128514
0.823333333,0.454548422,0.164634036,0.02515652,0.070121656
0.029333333,0.116455218,0.109089932,0.000625032,0.005389838
0.041333333,0.142034719,0.098761235,0.00051303,0.00760722
0.055333333,0.098389058,0.086227002,0.000809372,0.005298663
0.054,0.11036415,0.089310303,0.001081143,0.004315356
0.02,0.147510788,0.09575807,0.000308339,0.00242105
0.124666667,0.133207157,0.098835199,0.00224123,0.011938132
0.052,0.143800588,0.073222894,0.00036823,0.015321892
0.744666667,0.390270882,0.124996473,0.003781479,0.022427061
0.078666667,0.136939988,0.097634839,0.001243242,0.007251326
0.07,0.102369424,0.089355125,0.000234597,0.005912469
0.811333333,0.164729506,0.090454844,0.00476564,0.017540092
0.087333333,0.188239917,0.105627679,0.000795944,0.005404803
0.85,0.56913158,0.20838911,0.020013287,0.070150673
0.108666667,0.162216521,0.098491232,0.00068084,0.005417839
0.083333333,0.112910924,0.079931246,0.000514926,0.008930569
0.033333333,0.086831693,0.117456383,6.27E-05,0
0.081333333,0.181449258,0.092523259,0.00056886,0.004701749
0.082,0.148303089,0.1126936,0.000202558,0.006692333
0.676666667,0.129220703,0.097220978,0.000656922,0.04873938
0.147333333,0.210805181,0.129278228,0.00699487,0.010242991
0.035333333,0.124028455,0.088169991,0.000269107,0.009635748
0.097333333,0.145292524,0.093564991,0.000636882,0.008266183
0.819333333,0.206086745,0.101606138,0.003341921,0.038902081
0.141333333,0.278889782,0.13259103,0.003069676,0.009645152
0.086666667,0.199211063,0.095613559,0.001687814,0.004088326
0.659333333,0.134826097,0.101832837,0.000596058,0.031250528
0.659333333,0.133845967,0.114708823,9.50E-05,0.025716671
0.102666667,0.168192447,0.096127325,0.001789815,0.005970737
0.711333333,0.156876127,0.104458335,0.000918108,0.022590534
0.083333333,0.228710755,0.104267853,0.001718281,0.009182567
0.83,0.488142725,0.183417922,0.007193896,0.035647346
0.911333333,0.735825634,0.213117079,0.039943859,0.107103482
0.077333333,0.132318133,0.097769093,0.000812932,0.003607783
0.015333333,0.104843313,0.083074265,0.000120109,0.000694341
0.176,0.328432035,0.149036356,0.011426335,0.006551658
0.036,0.212980483,0.114214217,0.000355906,0.000640868
0.032,0.171477383,0.088494634,0.00025502,0.001402514
0.070666667,0.208503354,0.111264384,0.001351639,0.004046432
0.02,0.189892784,0.089687393,0.000138945,0.004420077
0.064,0.169675896,0.11588196,0.001230415,0.006195609
0.042666667,0.233063878,0.123584718,0.000572063,0.003528568
0.686666667,0.16511286,0.096652269,0.00057216,0.018142452
0.149333333,0.352913732,0.172456706,0.003934115,0.002204192
0.015333333,0.161969686,0.088890262,0.000198738,0.001852027
0.051333333,0.062231504,0.088432608,0.00028632,0.001869543
0.078666667,0.262402734,0.141242252,0.001830119,0.002144494
0.701333333,0.239329351,0.105849495,0.000833388,0.026965177
0.011333333,0.19215047,0.103173073,0.000121938,0.00250177
0.045333333,0.22957296,0.157407687,5.02E-05,0
0.674666667,0.09892044,0.094740331,0.000246101,0.019704007
0.072666667,0.176835671,0.098717847,0.000887159,0.00339107
0.140666667,0.351179751,0.156309432,0.010318982,0.004165085
0.085333333,0.142143617,0.099376672,0.000649758,0.011065079
0.054666667,0.134556498,0.088762136,0.000810361,0.000578396
0.008666667,0.107904868,0.096530212,0.00027017,0.004039516
0.045333333,0.049157356,0.090647043,0.000336067,0.006282985
0.032,0.11489313,0.093626476,0.000598491,0.012385004
0.046,0.161873519,0.128893582,0.00084696,0.004522567
0.035333333,0.143442586,0.091062106,0.000149926,0
0.147333333,0.579968654,0.212830924,0.030958922,0.015144585
0.054666667,0.083339089,0.111483572,0.000468682,0.000593027
0.023333333,0.228732591,0.093496236,0.000312157,0
0.071333333,0.199648591,0.112408583,0.001240825,0.001630255
0.024666667,0.125381576,0.079055274,0.000234686,0.001222059
0.055333333,0.136039061,0.100028546,0.00019784,0.015683957
0.075333333,0.188657755,0.105989901,0.000425297,0
0.633333333,0.152136078,0.11018064,0.000741951,0.023235667
0.034666667,0.121004829,0.088106202,5.43E-05,0.00256638
0.021333333,0.146355928,0.107774029,5.60E-05,0.000901979
0.016,0.125531551,0.078309301,0.000122357,0.001665454
0.041333333,0.05533879,0.079246215,6.90E-05,0
0.058666667,0.139070802,0.065558855,4.02E-05,0
0.048,0.236857915,0.128023999,0.000865081,0.009164236
0.050666667,0.146178347,0.095585175,0.00014704,0.005868223
0.056666667,0.259877283,0.130052474,0.000501452,0.003031017
0.059333333,0.237638096,0.121542045,0.001011119,0.003991425
0.03,0.144824217,0.082209819,0.000136463,0.001181481
0.638,0.151116132,0.078949575,7.29E-05,0.049314976
0.019333333,0.150699435,0.09883939,0.000388452,0.001229243
0.04,0.190348611,0.102614443,0.000526244,0.00522493
0.063333333,0.16847649,0.110570102,0.000623337,0.000839541
0.027333333,0.168733932,0.106937153,0.000405929,0.001651935
0.06,0.060775679,0.094861818,0.000772156,0.007709263
0.682666667,0.185076803,0.102483026,0.000164001,0.017499871
0.082666667,0.262836684,0.139192663,0.001044556,0.003540098
0.720666667,0.205410824,0.10294897,0.000423339,0.378403294
0.026666667,0.235542222,0.103120503,0.000103782,0.013841949
0.78,0.165088248,0.145105323,0.003250151,0.018465948
0.018666667,0.14120713,0.086350013,0.000407656,0.001689864
0.026666667,0.140664293,0.096968624,0.000318755,0.000781238
0.67,0.182265596,0.11026658,0.00028594,0.020882956
0.056,0.12524511,0.113019252,0.000273592,0.002417336
0.030666667,0.173419736,0.086647315,0.000221922,0.009495542
0.029333333,0.129856031,0.078582557,0.00022708,0
0.198666667,0.575382522,0.193371039,0.049370333,0.007496231
0.06,0.247131829,0.08675864,0.000128126,0.002720173
0.026666667,0.20682229,0.113417039,0.000241665,0.001454226
0.022666667,0.154357417,0.119323893,0.000207343,0.003032803
0.071333333,0.169838696,0.135876082,0.00184027,0.002305803
0.038666667,0.169079056,0.126373479,0.000270264,0.013025586
0.055333333,0.093932196,0.062175485,0.000127858,0.000727353
0.070666667,0.199843398,0.113319792,0.000443938,0.003256987
0.130666667,0.336932011,0.16721618,0.005584927,0.003176212
0.103333333,0.258980721,0.144902488,0.002988385,0.001484064
0.049333333,0.243974815,0.116791548,0.000350956,0.003934051
0.703333333,0.191310473,0.11983207,0.001620295,0.018283973
0.057333333,0.113230062,0.125368917,0.001184217,0.004815543
0.045333333,0.106070354,0.098887791,0.000240411,0
0.030666667,0.099461244,0.074888846,0.000175502,0.002380812
0.029333333,0.112887283,0.070308129,0.000358434,0.00313056
0.022666667,0.112913382,0.068229575,8.02E-05,0.006769133
0.049333333,0.133828195,0.11189069,0.00057007,0.004080197
0.032666667,0.185793494,0.083187829,0.000352638,0.000806191
0.057333333,0.19216538,0.114817928,0.000616081,0.002370579
0.120666667,0.384852783,0.165591504,0.00914525,0.005505905
0.054666667,0.21706243,0.137490259,0.000349614,0.011134563
0.674,0.170444686,0.082210488,0.000116704,0.021324897
0.041333333,0.082922842,0.100713874,0.001126571,0.01442041
0.069333333,0.24202356,0.139271663,0.002786159,0.003347903
0.028666667,0.163388617,0.094755494,0.000179901,0.003408272
0.842,0.310112749,0.169750169,0.000946465,0.047796902
0.144666667,0.485578999,0.142537293,0.001289364,0.002984955
0.843333333,0.55852124,0.19339393,0.000236492,0.02601275
0.856666667,0.609166106,0.167667887,0.000350361,0.060085837
0.180666667,0.689106417,0.165160628,0.000281176,0.014691044
0.756,0.26658817,0.13302997,0.000515458,0.036734064
0.806666667,0.383897882,0.144350909,0.000344243,0.038403673
0.803333333,0.405872878,0.145882278,0.00022323,0.042138485
0.838666667,0.578242246,0.126674756,0.0004774,0.043855499
0.818666667,0.492511981,0.16479885,0.000275633,0.017465766
0.872,0.392910984,0.12510678,0.000259167,0.026998962
0.838,0.379193875,0.145547102,0.000319129,0.038326772
0.859333333,0.73472844,0.182806114,0.000669886,0.022841795
0.768666667,0.229109435,0.113118581,0.000597397,0.030412606
0.852,0.494048197,0.145045086,0.000512307,0.037730593
0.842,0.562658437,0.13595445,0.00063976,0.036696651
0.780666667,0.44948713,0.169759684,0.005131509,0.016818759
0.820666667,0.543825393,0.17279889,0.002248374,0.030485503
0.828666667,0.491297493,0.182024603,0.000190377,0.022881479
0.21,0.546346729,0.144152855,0.0006869,0.005852814
0.224666667,0.489058422,0.139785677,0.000266528,0.004059437
0.232,0.375179093,0.139283248,0.00069907,0.014878528
0.166666667,0.509694451,0.160791435,0.001365585,0.014357549
0.181333333,0.538799478,0.156126417,0.004901816,0.009223725
0.852666667,0.603823036,0.156259664,0.003857401,0.022361294
0.894,0.553307825,0.141356561,0.00033101,0.086245168
0.793333333,0.387618846,0.126979273,0.000282652,0.031460438
0.182666667,0.392908184,0.172485428,4.41E-05,0
0.78,0.444981076,0.129500614,0.00061111,0.026880174
0.735333333,0.502804686,0.159254925,0.002726346,0.019892133
0.885333333,0.530414513,0.129362312,0.000338714,0.028277649
